league,season,team,player,nationality,position,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles,dribbles_completed,dribbles_completed_pct,dribbles_tackled,dribbles_tackled_pct,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
ITA-Serie A,2425,Torino,Marcus Pedersen,NOR,DF,24,2000,15.1,655,27,151,263,250,27,655,25,7,28.0,18,72.0,365,2329,1118,44,24,9,22,12,391,77
ITA-Serie A,2425,Torino,Mërgim Vojvoda,KVX,DF,29,1995,12.3,875,43,292,440,147,6,875,11,6,54.5,3,27.3,577,2761,1300,18,12,1,8,8,606,34
ITA-Serie A,2425,Torino,Nikola Vlašić,CRO,"MF,FW",26,1997,23.5,983,15,114,460,430,59,981,48,24,50.0,21,43.8,607,3417,1737,53,41,12,44,42,713,110
ITA-Serie A,2425,Torino,Raoul Bellanova,ITA,DF,24,2000,1.0,51,5,19,19,13,1,51,1,0,0.0,1,100.0,34,228,127,4,3,0,1,0,33,5
ITA-Serie A,2425,Torino,Saba Sazonov,GEO,DF,22,2002,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Samuele Ricci,ITA,MF,22,2001,31.4,1589,78,337,975,294,19,1589,22,6,27.3,13,59.1,960,5525,2648,43,38,6,35,18,1073,30
ITA-Serie A,2425,Torino,Saúl Coco,EQG,DF,25,1999,31.6,1879,241,863,961,65,17,1879,9,7,77.8,2,22.2,1135,5790,3043,17,8,0,13,2,1227,3
ITA-Serie A,2425,Torino,Sebastian Walukiewicz,POL,DF,24,2000,18.5,1119,68,359,593,178,9,1119,22,6,27.3,14,63.6,557,2610,1425,25,13,0,9,5,694,31
ITA-Serie A,2425,Torino,Sergiu Perciun,MDA,"FW,MF",18,2006,1.7,72,3,11,24,37,6,72,5,2,40.0,2,40.0,48,221,87,2,0,2,6,1,52,12
ITA-Serie A,2425,Torino,Tommaso Gabellini,ITA,FW,17,2006,0.1,4,0,0,1,3,0,4,0,0,,0,,4,37,37,1,1,0,0,0,3,0
ITA-Serie A,2425,Torino,Valentino Lazaro,AUT,"DF,FW",28,1996,25.6,1368,53,237,616,528,27,1368,37,14,37.8,20,54.1,726,3080,1385,35,36,7,33,12,868,131
ITA-Serie A,2425,Torino,Vanja Milinković-Savić,SRB,GK,27,1997,37.0,1737,1199,1706,32,0,0,1737,0,0,,0,,1112,6083,3843,0,0,0,1,1,889,0
ITA-Serie A,2425,Torino,Yann Karamoh,FRA,"MF,FW",26,1998,11.6,412,8,49,161,205,49,412,38,12,31.6,22,57.9,292,2054,1023,37,27,21,26,26,328,80
ITA-Serie A,2425,Udinese,Alexis Sánchez,CHI,FW,35,1988,4.9,211,3,16,97,101,14,211,7,4,57.1,2,28.6,121,476,145,2,4,0,17,8,161,19
ITA-Serie A,2425,Udinese,Arthur Atta,FRA,"MF,FW",21,2003,13.9,813,21,125,417,289,39,813,61,27,44.3,30,49.2,515,3228,1219,31,31,10,34,22,593,77
ITA-Serie A,2425,Udinese,Brenner,BRA,"MF,FW",24,2000,4.3,151,5,28,74,53,6,151,5,3,60.0,2,40.0,94,502,210,5,4,1,5,9,107,16
ITA-Serie A,2425,Udinese,Christian Kabasele,BEL,DF,33,1991,12.9,715,101,337,328,51,23,715,1,1,100.0,0,0.0,393,1930,1020,9,7,0,9,3,438,7
ITA-Serie A,2425,Udinese,Damián Pizarro,CHI,"FW,MF",19,2005,0.2,3,0,0,2,1,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0
ITA-Serie A,2425,Udinese,Daniele Padelli,ITA,GK,38,1985,1.0,22,17,22,0,0,0,22,0,0,,0,,10,35,19,0,0,0,0,0,13,0
ITA-Serie A,2425,Udinese,Enzo Ebosse,CMR,DF,25,1999,1.0,61,8,18,38,5,0,61,1,1,100.0,0,0.0,34,136,48,0,0,0,1,0,37,0
ITA-Serie A,2425,Udinese,Florian Thauvin,FRA,"FW,MF",31,1993,21.7,1062,8,105,432,537,82,1059,92,39,42.4,47,51.1,682,5087,2388,92,53,34,60,38,790,148
ITA-Serie A,2425,Udinese,Hassane Kamara,CIV,DF,30,1994,22.2,1241,57,363,509,384,24,1241,46,18,39.1,21,45.7,618,3311,1617,52,37,5,24,10,703,103
ITA-Serie A,2425,Udinese,Iker Bravo,ESP,"FW,MF",19,2005,7.6,294,4,27,131,140,28,294,29,11,37.9,18,62.1,157,852,281,7,5,6,31,14,190,39
ITA-Serie A,2425,Udinese,Jaka Bijol,SVN,DF,25,1999,32.9,2083,264,1057,959,86,49,2083,3,2,66.7,1,33.3,1211,7149,4292,22,12,1,17,2,1339,10
ITA-Serie A,2425,Udinese,James Abankwah,IRL,"DF,MF",20,2004,1.0,65,8,37,22,7,2,65,0,0,,0,,29,219,165,3,1,1,1,3,34,1
ITA-Serie A,2425,Udinese,Jesper Karlström,SWE,MF,29,1995,35.4,1882,101,534,1134,232,24,1882,15,6,40.0,9,60.0,1002,4851,2204,23,26,4,34,18,1199,46
ITA-Serie A,2425,Udinese,Jordan Zemura,ZIM,DF,24,1999,15.7,815,44,232,331,263,23,815,48,20,41.7,24,50.0,403,2146,1080,25,18,3,24,17,434,76
ITA-Serie A,2425,Udinese,Jurgen Ekkelenkamp,NED,MF,24,2000,21.0,868,29,148,445,287,39,868,30,10,33.3,17,56.7,457,2429,1209,34,28,5,23,7,560,86
ITA-Serie A,2425,Udinese,Keinan Davis,ENG,FW,26,1998,11.8,404,5,19,195,194,67,404,35,17,48.6,18,51.4,231,1575,605,26,12,16,33,25,325,77
ITA-Serie A,2425,Udinese,Kingsley Ehizibue,NED,DF,29,1995,27.8,1272,81,381,520,386,35,1272,30,12,40.0,15,50.0,576,2970,1506,54,36,9,29,21,629,116
ITA-Serie A,2425,Udinese,Lautaro Gianetti,ARG,DF,30,1993,9.8,499,104,288,195,18,8,499,2,0,0.0,2,100.0,207,860,266,0,1,1,2,0,256,3
ITA-Serie A,2425,Udinese,Lorenzo Lucca,ITA,FW,23,2000,26.1,641,27,57,335,259,109,640,25,12,48.0,11,44.0,350,1530,483,15,18,9,73,29,478,98
ITA-Serie A,2425,Udinese,Maduka Okoye,NGA,GK,24,1999,25.0,940,753,930,10,0,0,940,0,0,,0,,589,2799,1484,0,0,0,0,0,548,0
ITA-Serie A,2425,Udinese,Martín Payero,ARG,MF,25,1998,15.3,649,12,86,351,230,26,649,70,30,42.9,31,44.3,368,2284,1094,33,35,6,27,13,390,44
ITA-Serie A,2425,Udinese,Matteo Palma,GER,DF,16,2008,0.1,9,1,3,6,0,0,9,0,0,,0,,5,7,4,0,0,0,0,0,5,0
ITA-Serie A,2425,Udinese,Nehuén Pérez,ARG,DF,24,2000,2.0,74,13,41,31,4,1,74,1,1,100.0,0,0.0,28,151,78,2,1,1,0,0,34,2
ITA-Serie A,2425,Udinese,Oier Zarraga,ESP,MF,25,1999,10.0,359,13,62,202,99,3,359,5,2,40.0,2,40.0,186,908,388,7,3,0,9,4,230,23
ITA-Serie A,2425,Udinese,Oumar Solet,FRA,DF,24,2000,18.6,1325,175,609,632,101,15,1325,31,25,80.6,5,16.1,806,4076,2186,20,14,2,17,11,874,6
ITA-Serie A,2425,Udinese,Razvan Sava,ROU,GK,22,2002,12.0,423,345,423,0,0,0,423,0,0,,0,,262,1182,698,0,0,0,1,0,236,0
ITA-Serie A,2425,Udinese,Rui Modesto,ANG,"DF,MF",24,1999,6.8,388,9,76,165,153,14,388,8,3,37.5,5,62.5,166,915,518,16,6,4,9,3,212,43
ITA-Serie A,2425,Udinese,Sandi Lovrić,SVN,MF,26,1998,25.6,1258,39,237,640,406,38,1258,48,21,43.8,25,52.1,670,4278,1969,60,45,7,53,28,786,71
ITA-Serie A,2425,Udinese,Simone Pafundi,ITA,"MF,DF",18,2006,1.3,95,1,8,47,41,1,95,7,1,14.3,2,28.6,56,381,131,3,9,0,2,1,57,7
ITA-Serie A,2425,Udinese,Souleymane Touré,FRA,DF,21,2003,8.1,585,57,260,282,45,10,585,10,5,50.0,4,40.0,378,1752,831,6,5,1,7,0,424,3
ITA-Serie A,2425,Udinese,Thomas Kristensen,DEN,DF,22,2002,19.5,1144,105,464,612,79,14,1144,13,10,76.9,3,23.1,618,3172,1772,19,13,1,16,9,693,19
ITA-Serie A,2425,Venezia,Alessandro Marcandalli,ITA,DF,21,2002,3.9,200,18,84,105,12,4,200,1,0,0.0,1,100.0,89,367,156,2,2,0,4,0,101,1
ITA-Serie A,2425,Venezia,Alessio Zerbin,ITA,DF,25,1999,16.9,864,34,187,336,358,53,864,63,21,33.3,36,57.1,383,2327,1234,53,26,20,37,19,401,70
ITA-Serie A,2425,Venezia,Alfred Duncan,GHA,MF,31,1993,10.6,587,15,93,360,142,6,587,22,13,59.1,8,36.4,311,1468,676,11,14,0,14,14,381,12
ITA-Serie A,2425,Venezia,Antonio Candela,ITA,DF,24,2000,11.2,505,38,198,201,112,13,505,12,6,50.0,5,41.7,250,1430,700,12,5,2,17,10,285,25
ITA-Serie A,2425,Venezia,Antonio Raimondo,ITA,"FW,DF",20,2004,1.0,34,0,2,15,19,5,34,0,0,,0,,21,93,37,2,4,1,5,3,28,7
ITA-Serie A,2425,Venezia,Bjarki Bjarkason,ISL,"DF,MF",24,2000,1.8,111,3,30,45,36,0,111,6,1,16.7,3,50.0,71,356,209,6,2,0,2,0,79,13
ITA-Serie A,2425,Venezia,Cheick Oumar Conde,GUI,MF,24,2000,1.7,80,8,22,43,17,3,80,5,2,40.0,2,40.0,31,189,86,2,4,0,2,5,35,5
ITA-Serie A,2425,Venezia,Christian Gytkjær,DEN,FW,34,1990,8.4,235,11,17,119,100,27,234,5,1,20.0,4,80.0,132,430,113,3,3,2,18,9,186,52
ITA-Serie A,2425,Venezia,Daniel Fila,CZE,FW,21,2002,5.5,147,5,12,68,68,19,147,4,2,50.0,1,25.0,82,372,121,5,6,1,16,14,102,30
ITA-Serie A,2425,Venezia,Domen Črnigoj,SVN,MF,28,1995,1.5,76,3,13,40,23,3,76,1,0,0.0,1,100.0,36,199,116,4,2,0,7,1,47,6
ITA-Serie A,2425,Venezia,Fali Candé,GNB,DF,26,1998,17.0,1131,164,591,496,55,8,1131,10,9,90.0,0,0.0,557,2582,1115,5,9,0,12,8,572,3
ITA-Serie A,2425,Venezia,Filip Stankovic,SRB,GK,22,2002,15.2,566,486,561,5,0,0,566,0,0,,0,,341,1802,1156,0,0,0,0,0,304,0
ITA-Serie A,2425,Venezia,Francesco Zampano,ITA,DF,30,1993,18.2,731,42,209,296,234,26,731,28,8,28.6,17,60.7,418,2792,1428,42,21,9,28,17,439,85
ITA-Serie A,2425,Venezia,Franco Carboni,ITA,DF,21,2003,2.5,128,11,62,39,29,2,128,6,2,33.3,3,50.0,70,303,184,2,1,0,4,3,68,11
ITA-Serie A,2425,Venezia,Gaetano Oristanio,ITA,"FW,MF",21,2002,25.7,758,5,70,300,416,88,757,123,55,44.7,59,48.0,543,4131,2046,72,48,30,80,72,569,131
ITA-Serie A,2425,Venezia,Gianluca Busio,USA,MF,22,2002,28.0,1250,58,217,635,417,56,1250,48,15,31.3,28,58.3,747,4377,2249,60,57,5,54,32,842,135
ITA-Serie A,2425,Venezia,Giorgio Altare,ITA,DF,25,1998,8.4,505,60,235,216,57,6,505,6,5,83.3,1,16.7,235,990,404,4,10,0,5,5,252,5
ITA-Serie A,2425,Venezia,Hans Nicolussi Caviglia,ITA,MF,24,2000,31.8,1739,85,389,997,375,11,1739,50,17,34.0,29,58.0,901,4565,1704,20,24,1,40,37,1027,22
ITA-Serie A,2425,Venezia,Ionuț Radu,ROU,GK,27,1997,15.0,587,499,586,1,0,0,587,1,1,100.0,0,0.0,370,1992,1207,0,0,0,1,0,302,0
ITA-Serie A,2425,Venezia,Issa Doumbia,ITA,MF,20,2003,10.4,401,15,87,202,120,16,401,16,11,68.8,3,18.8,219,1112,584,12,11,3,25,18,242,29
ITA-Serie A,2425,Venezia,Jay Idzes,IDN,DF,24,2000,34.7,2078,274,1067,890,128,33,2078,7,1,14.3,5,71.4,1051,5275,2738,15,12,0,31,7,1166,15
ITA-Serie A,2425,Venezia,Jesse Joronen,FIN,GK,31,1993,7.8,327,290,327,0,0,0,327,0,0,,0,,196,1068,567,0,0,0,0,0,171,0
ITA-Serie A,2425,Venezia,Joel Pohjanpalo,FIN,FW,29,1994,17.8,491,24,67,240,187,66,487,10,3,30.0,7,70.0,249,957,367,9,7,4,23,11,343,72
ITA-Serie A,2425,Venezia,John Yeboah,ECU,"FW,MF",24,2000,13.6,517,0,28,200,298,55,517,59,24,40.7,24,40.7,374,2548,1280,50,27,25,46,30,409,88
ITA-Serie A,2425,Venezia,Joël Schingtienne,BEL,DF,21,2002,12.5,611,48,270,288,60,4,611,9,5,55.6,4,44.4,299,1463,669,5,6,0,16,5,320,4
ITA-Serie A,2425,Venezia,Kike Pérez,ESP,MF,27,1997,12.4,793,29,164,397,244,10,793,28,13,46.4,13,46.4,443,2470,1111,18,19,2,24,22,474,31
ITA-Serie A,2425,Venezia,Magnus Kofod Andersen,DEN,MF,25,1999,7.7,370,14,82,205,90,8,370,4,2,50.0,1,25.0,230,1014,496,7,6,0,8,6,238,18
ITA-Serie A,2425,Venezia,Marin Šverko,CRO,DF,26,1998,12.4,711,95,339,331,49,3,711,10,6,60.0,2,20.0,356,1645,958,8,3,0,8,4,388,1
ITA-Serie A,2425,Venezia,Michael Svoboda,AUT,DF,25,1998,14.6,984,147,476,454,59,15,984,3,2,66.7,1,33.3,509,3214,1984,13,15,2,12,11,563,5
ITA-Serie A,2425,Venezia,Mikael Ellertsson,ISL,"DF,MF",22,2002,27.4,938,59,263,365,323,51,938,42,16,38.1,21,50.0,460,2324,1153,33,21,10,48,19,518,92
ITA-Serie A,2425,Venezia,Mirko Marić,CRO,FW,29,1995,4.0,161,11,24,79,60,12,161,6,2,33.3,4,66.7,83,292,136,4,5,0,12,5,110,27
ITA-Serie A,2425,Venezia,Nicholas Pierini,ITA,MF,25,1998,0.9,28,1,6,10,12,3,28,1,0,0.0,1,100.0,16,79,21,1,1,0,2,3,18,4
ITA-Serie A,2425,Venezia,Nunzio Lella,ITA,MF,24,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,2,2,0,0,0,0,0,0,3,0
ITA-Serie A,2425,Venezia,Richie Sagrado,BEL,DF,20,2004,1.6,46,4,16,20,11,0,46,0,0,,0,,21,93,55,0,0,0,3,0,24,5
ITA-Serie A,2425,Venezia,Ridgeciano Haps,SUR,DF,31,1993,15.2,738,58,250,328,169,26,738,15,5,33.3,6,40.0,365,2024,1161,26,12,7,13,6,420,47
ITA-Serie A,2425,Venezia,Saad El Haddad,MAR,MF,19,2005,0.3,22,0,0,14,8,1,22,0,0,,0,,15,110,35,1,0,0,4,2,15,6
ITA-Serie A,2526,Atalanta,Berat Djimsiti,ALB,DF,32-212,1993,2.0,149,16,61,80,10,3,149,1,1,100.0,0,0.0,86,334,213,3,1,0,1,0,92,4
ITA-Serie A,2526,Atalanta,Charles De Ketelaere,BEL,MF,24-193,2001,2.7,149,1,13,67,76,17,149,11,7,63.6,1,9.1,112,750,468,18,12,6,4,3,123,28
ITA-Serie A,2526,Atalanta,Daniel Maldini,ITA,MF,23-343,2001,1.7,65,0,5,27,35,7,65,9,5,55.6,4,44.4,37,221,109,5,4,2,5,2,43,9
ITA-Serie A,2526,Atalanta,Davide Zappacosta,ITA,DF,33-100,1992,0.3,4,1,3,1,0,0,4,0,0,,0,,2,18,7,0,0,0,0,0,1,0
ITA-Serie A,2526,Atalanta,Gianluca Scamacca,ITA,FW,26-261,1999,1.5,62,0,0,33,29,13,62,6,4,66.7,2,33.3,30,105,17,0,1,0,3,3,51,14
ITA-Serie A,2526,Atalanta,Giorgio Scalvini,ITA,DF,21-282,2003,2.9,234,20,100,108,27,6,234,4,1,25.0,3,75.0,142,506,301,1,3,0,3,1,159,7
ITA-Serie A,2526,Atalanta,Isak Hien,SWE,DF,26-249,1999,3.0,187,33,108,75,4,3,187,0,0,,0,,84,333,96,0,0,0,4,0,98,1
ITA-Serie A,2526,Atalanta,Kamaldeen Sulemana,GHA,MF,23-216,2002,1.3,56,0,9,29,22,6,56,8,5,62.5,3,37.5,36,364,226,7,3,2,1,2,36,8
ITA-Serie A,2526,Atalanta,Lazar Samardzic,SRB,MF,23-207,2002,0.3,27,0,2,7,19,0,27,0,0,,0,,22,150,84,2,1,0,2,1,23,5
ITA-Serie A,2526,Atalanta,Lorenzo Bernasconi,ITA,DF,21-307,2003,0.1,4,2,4,0,0,0,4,0,0,,0,,1,3,3,0,0,0,1,0,1,0
ITA-Serie A,2526,Atalanta,Marco Brescianini,ITA,MF,25-242,2000,0.4,26,3,8,12,6,3,26,2,0,0.0,2,100.0,17,146,50,2,1,1,0,0,19,2
ITA-Serie A,2526,Atalanta,Marco Carnesecchi,ITA,GK,25-080,2000,3.0,105,83,105,0,0,0,105,0,0,,0,,63,292,183,0,0,0,0,0,66,0
ITA-Serie A,2526,Atalanta,Mario Pašalić,CRO,MF,30-222,1995,2.4,165,9,37,112,17,4,165,4,3,75.0,1,25.0,112,466,228,2,2,1,5,2,129,4
ITA-Serie A,2526,Atalanta,Marten de Roon,NED,MF,34-174,1991,2.8,212,10,51,129,33,0,212,1,0,0.0,1,100.0,126,580,329,3,0,0,0,0,149,6
ITA-Serie A,2526,Atalanta,Nicola Zalewski,POL,DF,23-239,2002,2.6,145,7,40,60,48,7,145,12,6,50.0,4,33.3,68,501,275,10,2,4,3,2,66,12
ITA-Serie A,2526,Atalanta,Nikola Krstović,MNE,FW,25-167,2000,1.5,64,3,11,20,34,16,64,0,0,,0,,30,143,92,3,0,3,6,0,43,13
ITA-Serie A,2526,Atalanta,Odilon Kossounou,CIV,DF,24-258,2001,1.0,61,8,23,29,9,1,61,1,1,100.0,0,0.0,46,210,95,0,0,0,2,1,46,1
ITA-Serie A,2526,Atalanta,Raoul Bellanova,ITA,DF,25-125,2000,3.0,154,4,32,54,68,10,154,3,2,66.7,0,0.0,81,374,190,10,4,3,0,1,93,23
ITA-Serie A,2526,Atalanta,Yunus Musah,USA,MF,22-294,2002,0.2,16,1,4,8,5,0,16,2,2,100.0,0,0.0,12,112,74,1,2,0,0,1,13,1
ITA-Serie A,2526,Atalanta,Éderson,BRA,MF,26-074,1999,0.2,22,1,3,15,5,1,22,1,1,100.0,0,0.0,18,123,96,3,1,1,1,0,18,2
ITA-Serie A,2526,Bologna,Charalampos Lykogiannis,GRE,DF,31-332,1993,2.6,154,8,46,73,36,1,154,2,2,100.0,0,0.0,58,271,81,2,1,0,3,2,76,5
ITA-Serie A,2526,Bologna,Ciro Immobile,ITA,FW,35-211,1990,0.3,11,0,2,9,1,0,11,0,0,,0,,3,5,0,0,1,0,1,1,6,0
ITA-Serie A,2526,Bologna,Federico Bernardeschi,ITA,MF,31-215,1994,0.4,27,0,0,15,13,1,27,1,0,0.0,1,100.0,21,160,36,1,2,0,0,0,22,3
ITA-Serie A,2526,Bologna,Giovanni Fabbian,ITA,MF,22-248,2003,1.6,40,1,2,30,10,3,40,2,1,50.0,0,0.0,26,127,45,1,1,0,3,2,25,2
ITA-Serie A,2526,Bologna,Jens Odgaard,DEN,MF,26-172,1999,1.3,29,0,5,19,6,2,29,5,1,20.0,2,40.0,14,178,98,3,0,0,1,2,15,2
ITA-Serie A,2526,Bologna,Jhon Lucumí,COL,DF,27-085,1998,2.5,176,19,93,82,1,0,176,2,2,100.0,0,0.0,99,467,178,2,1,0,1,1,112,0
ITA-Serie A,2526,Bologna,Jonathan Rowe,ENG,MF,22-142,2003,0.2,10,0,0,6,4,0,10,1,1,100.0,0,0.0,6,46,28,1,1,0,1,1,8,4
ITA-Serie A,2526,Bologna,Juan Miranda,ESP,DF,25-243,2000,0.4,33,1,10,11,13,0,33,0,0,,0,,19,61,19,0,1,0,0,0,21,4
ITA-Serie A,2526,Bologna,Lewis Ferguson,SCO,MF,26-026,1999,1.0,111,6,37,67,9,0,111,0,0,,0,,73,368,132,0,0,0,0,0,85,0
ITA-Serie A,2526,Bologna,Lorenzo De Silvestri,ITA,DF,37-119,1988,0.8,36,2,16,15,6,1,36,0,0,,0,,14,132,18,1,1,0,1,0,20,2
ITA-Serie A,2526,Bologna,Martin Vitík,CZE,DF,22-241,2003,1.0,47,5,23,24,0,0,47,0,0,,0,,23,117,81,0,0,0,0,0,25,0
ITA-Serie A,2526,Bologna,Nadir Zortea,ITA,DF,26-092,1999,2.2,129,5,43,60,28,3,129,8,3,37.5,5,62.5,49,257,66,1,1,0,3,1,58,4
ITA-Serie A,2526,Bologna,Nicolò Cambiaghi,ITA,FW,24-265,2000,2.8,72,1,6,33,35,6,72,5,1,20.0,2,40.0,48,369,196,10,5,3,4,2,54,15
ITA-Serie A,2526,Bologna,Nicolò Casale,ITA,DF,27-217,1998,0.5,25,4,9,16,0,0,25,0,0,,0,,10,71,15,0,1,0,1,1,12,0
ITA-Serie A,2526,Bologna,Nikola Moro,CRO,MF,27-191,1998,0.7,40,2,17,17,6,0,40,0,0,,0,,16,69,13,0,0,0,0,0,20,0
ITA-Serie A,2526,Bologna,Remo Freuler,SUI,MF,33-157,1992,2.9,148,6,35,90,24,1,148,2,1,50.0,1,50.0,69,317,95,1,3,0,3,2,93,3
ITA-Serie A,2526,Bologna,Riccardo Orsolini,ITA,FW,28-238,1997,2.8,88,0,11,42,37,8,88,11,3,27.3,6,54.5,53,382,177,7,1,5,6,3,61,12
ITA-Serie A,2526,Bologna,Santiago Castro,ARG,FW,20-355,2004,2.4,48,2,3,20,25,6,48,2,0,0.0,0,0.0,34,131,72,2,2,1,5,8,39,8
ITA-Serie A,2526,Bologna,Thijs Dallinga,NED,FW,25-047,2000,0.3,11,1,1,4,6,1,11,1,1,100.0,0,0.0,5,9,5,0,0,0,1,0,7,1
ITA-Serie A,2526,Bologna,Tommaso Pobega,ITA,MF,26-066,1999,1.3,39,2,13,24,2,0,39,1,1,100.0,0,0.0,10,31,3,0,0,0,1,0,20,1
ITA-Serie A,2526,Bologna,Torbjørn Heggem,NOR,DF,26-250,1999,2.0,115,13,75,36,4,3,115,1,1,100.0,0,0.0,69,313,118,1,0,0,0,0,79,0
ITA-Serie A,2526,Bologna,Łukasz Skorupski,POL,GK,34-137,1991,3.0,184,131,184,0,0,0,184,0,0,,0,,117,552,374,0,0,0,0,0,116,0
ITA-Serie A,2526,Cagliari,Adam Obert,SVK,DF,23-027,2002,2.8,146,14,66,63,17,4,146,1,0,0.0,1,100.0,60,254,176,3,3,1,1,0,77,2
ITA-Serie A,2526,Cagliari,Alessandro Deiola,ITA,MF,30-049,1995,2.2,92,7,31,52,9,2,92,1,0,0.0,1,100.0,39,111,55,1,0,1,2,0,54,3
ITA-Serie A,2526,Cagliari,Alessandro Di Pardo,ITA,DF,26-063,1999,0.1,3,2,2,1,0,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0
ITA-Serie A,2526,Cagliari,Andrea Belotti,ITA,FW,31-273,1993,0.8,20,0,1,9,10,4,20,0,0,,0,,11,40,13,1,0,1,3,2,15,3
ITA-Serie A,2526,Cagliari,Elia Caprile,ITA,GK,24-025,2001,3.0,115,98,115,0,0,0,115,0,0,,0,,59,360,257,0,0,0,1,0,55,0
ITA-Serie A,2526,Cagliari,Gabriele Zappa,ITA,DF,25-271,1999,2.2,146,8,57,70,21,1,146,4,2,50.0,1,25.0,78,304,171,3,5,0,4,0,94,3
ITA-Serie A,2526,Cagliari,Gennaro Borrelli,ITA,FW,25-193,2000,1.4,40,3,8,19,13,4,40,2,2,100.0,0,0.0,20,101,22,0,0,0,4,3,30,3
ITA-Serie A,2526,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25-137,2000,1.1,66,1,10,35,21,3,66,1,0,0.0,1,100.0,33,162,74,4,1,3,2,6,46,8
ITA-Serie A,2526,Cagliari,Luca Mazzitelli,ITA,MF,29-308,1995,0.3,14,0,2,10,2,0,14,0,0,,0,,8,31,14,1,0,0,1,0,9,0
ITA-Serie A,2526,Cagliari,Marco Palestra,ITA,DF,20-200,2005,1.3,41,4,18,10,13,2,41,3,1,33.3,2,66.7,23,172,133,5,4,1,2,0,25,4
ITA-Serie A,2526,Cagliari,Matteo Prati,ITA,MF,21-265,2003,2.4,114,9,46,58,10,1,114,1,1,100.0,0,0.0,54,167,48,0,2,0,2,0,69,1
ITA-Serie A,2526,Cagliari,Mattia Felici,ITA,"MF,FW",24-155,2001,0.2,9,0,1,2,6,2,9,1,1,100.0,0,0.0,7,35,8,1,1,1,1,1,6,1
ITA-Serie A,2526,Cagliari,Michael Folorunsho,ITA,"FW,MF",27-224,1998,2.9,105,3,24,49,32,5,105,6,1,16.7,4,66.7,57,311,92,4,2,3,9,5,75,17
ITA-Serie A,2526,Cagliari,Michel Ndary Adopo,FRA,MF,25-062,2000,3.0,121,6,30,67,27,2,121,6,3,50.0,3,50.0,73,273,122,2,1,1,4,3,88,6
ITA-Serie A,2526,Cagliari,Riyad Idrissi,ITA,DF,20-098,2005,0.3,16,0,9,6,1,0,16,1,0,0.0,1,100.0,8,28,11,1,0,0,0,0,6,0
ITA-Serie A,2526,Cagliari,Sebastiano Esposito,ITA,"MF,FW",23-079,2002,2.2,97,4,18,51,29,5,97,4,2,50.0,2,50.0,46,194,97,1,1,0,2,3,66,10
ITA-Serie A,2526,Cagliari,Sebastiano Luperto,ITA,DF,29-013,1996,3.0,125,33,79,42,5,2,125,0,0,,0,,62,315,207,3,2,0,0,0,71,0
ITA-Serie A,2526,Cagliari,Semih Kılıçsoy,TUR,FW,20-035,2005,0.1,4,0,0,1,3,2,4,0,0,,0,,2,4,1,0,0,0,0,0,3,2
ITA-Serie A,2526,Cagliari,Yerry Mina,COL,DF,30-361,1994,3.0,183,32,114,63,6,3,183,1,0,0.0,1,100.0,99,480,313,5,2,0,1,0,110,0
ITA-Serie A,2526,Cagliari,Zito Luvumbo,ANG,"MF,DF",23-194,2002,0.7,26,0,2,9,15,5,26,2,1,50.0,0,0.0,15,141,81,4,0,4,4,2,17,8
ITA-Serie A,2526,Cagliari,Zé Pedro Figueiredo,POR,DF,28-105,1997,0.0,3,1,2,1,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,2,0
ITA-Serie A,2526,Como,Anastasios Douvikas,GRE,FW,26-048,1999,1.7,51,3,7,28,16,6,51,1,1,100.0,0,0.0,29,160,70,2,3,3,5,4,38,7
ITA-Serie A,2526,Como,Ignace Van Der Brempt,BEL,DF,23-171,2002,1.1,54,0,23,24,7,0,54,1,0,0.0,0,0.0,20,51,20,1,1,0,0,0,32,1
ITA-Serie A,2526,Como,Ivan Smolčić,CRO,DF,25-033,2000,0.9,62,2,21,30,11,0,62,0,0,,0,,24,65,24,0,0,0,1,0,33,4
ITA-Serie A,2526,Como,Jacobo Ramón,ESP,DF,20-256,2005,3.0,220,27,116,95,10,6,220,3,3,100.0,0,0.0,125,548,238,1,1,1,2,2,154,4
ITA-Serie A,2526,Como,Jayden Addai,NED,FW,20-024,2005,0.2,6,0,0,5,2,1,6,1,0,0.0,1,100.0,3,61,46,2,1,0,0,1,2,0
ITA-Serie A,2526,Como,Jean Butez,FRA,GK,30-103,1995,3.0,149,112,145,4,0,0,149,0,0,,0,,96,510,295,0,0,0,1,0,88,0
ITA-Serie A,2526,Como,Jesus Rodríguez,ESP,FW,19-302,2005,2.9,116,2,9,47,62,13,116,20,4,20.0,15,75.0,70,658,368,18,12,8,8,10,85,21
