league,season,team,player,nationality,position,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors
ITA-Serie A,2223,Lecce,Morten Hjulmand,DEN,MF,23,1999,32.9,90,52,49,40,1,37,67,55.2,30,43,11,32,72,54,0
ITA-Serie A,2223,Lecce,Pablo Rodríguez,ESP,"FW,MF",20,2001,0.6,2,1,2,0,0,0,2,0.0,2,3,0,3,0,0,0
ITA-Serie A,2223,Lecce,Pietro Ceccaroni,ITA,DF,26,1995,0.5,0,0,0,0,0,0,0,,0,1,1,0,3,2,0
ITA-Serie A,2223,Lecce,Remi Oudin,FRA,"FW,MF",25,1996,14.7,25,13,9,12,4,10,23,43.5,13,16,2,14,29,23,0
ITA-Serie A,2223,Lecce,Samuel Umtiti,FRA,DF,28,1993,23.5,52,34,25,25,2,18,26,69.2,8,26,14,12,26,79,0
ITA-Serie A,2223,Lecce,Simone Romagnoli,ITA,DF,32,1990,1.9,6,5,3,3,0,2,2,100.0,0,4,1,3,1,11,0
ITA-Serie A,2223,Lecce,Tommaso Cassandro,ITA,DF,22,2000,0.1,1,1,0,1,0,0,0,,0,1,1,0,0,0,0
ITA-Serie A,2223,Lecce,Valentin Gendrey,FRA,DF,22,2000,34.5,88,57,54,25,9,40,71,56.3,31,45,4,41,37,89,0
ITA-Serie A,2223,Lecce,Wladimiro Falcone,ITA,GK,27,1995,38.0,2,0,2,0,0,2,2,100.0,0,0,0,0,2,21,3
ITA-Serie A,2223,Lecce,Youssef Maleh,MAR,MF,23,1998,7.5,17,8,3,7,7,6,14,42.9,8,20,1,19,5,10,0
ITA-Serie A,2223,Lecce,Yıldırım Mert Çetin,TUR,DF,25,1997,0.2,1,0,1,0,0,0,0,,0,0,0,0,1,1,0
ITA-Serie A,2223,Lecce,Þórir Jóhann Helgason,ISL,MF,21,2000,2.5,2,2,1,0,1,2,3,66.7,1,3,1,2,3,3,0
ITA-Serie A,2223,Milan,Alessandro Florenzi,ITA,DF,31,1991,2.3,6,4,3,2,1,4,7,57.1,3,1,0,1,4,2,0
ITA-Serie A,2223,Milan,Alexis Saelemaekers,BEL,"FW,DF",23,1999,15.6,31,20,12,16,3,19,41,46.3,22,13,1,12,19,11,0
ITA-Serie A,2223,Milan,Ante Rebić,CRO,"FW,MF",28,1993,10.9,10,8,1,3,6,3,11,27.3,8,6,1,5,1,5,0
ITA-Serie A,2223,Milan,Antonio Mirante,ITA,GK,39,1983,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2223,Milan,Aster Vranckx,BEL,MF,19,2002,2.7,3,2,0,2,1,2,7,28.6,5,3,1,2,2,1,0
ITA-Serie A,2223,Milan,Brahim Díaz,MAR,"MF,FW",22,1999,21.4,32,15,5,22,5,5,15,33.3,10,11,0,11,7,6,0
ITA-Serie A,2223,Milan,Charles De Ketelaere,BEL,"MF,FW",21,2001,12.4,26,12,7,14,5,13,30,43.3,17,14,2,12,4,9,0
ITA-Serie A,2223,Milan,Ciprian Tătărușanu,ROU,GK,36,1986,16.0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0
ITA-Serie A,2223,Milan,Davide Calabria,ITA,DF,25,1996,18.8,71,44,31,32,8,38,61,62.3,23,22,7,15,25,34,0
ITA-Serie A,2223,Milan,Divock Origi,BEL,FW,27,1995,11.4,10,5,4,3,3,5,10,50.0,5,6,2,4,0,13,0
ITA-Serie A,2223,Milan,Fikayo Tomori,ENG,DF,24,1997,30.7,70,34,44,25,1,22,34,64.7,12,46,25,21,29,88,1
ITA-Serie A,2223,Milan,Fodé Ballo-Touré,SEN,DF,25,1997,5.8,14,9,7,6,1,7,10,70.0,3,11,3,8,2,3,0
ITA-Serie A,2223,Milan,Ismaël Bennacer,ALG,MF,24,1997,22.3,59,33,26,31,2,30,51,58.8,21,25,7,18,26,16,1
ITA-Serie A,2223,Milan,Junior Messias,BRA,"FW,DF",31,1991,16.6,24,18,9,9,6,5,19,26.3,14,20,4,16,7,28,0
ITA-Serie A,2223,Milan,Malick Thiaw,GER,DF,20,2001,15.1,31,26,22,9,0,11,20,55.0,9,11,5,6,12,65,1
ITA-Serie A,2223,Milan,Marko Lazetić,SRB,FW,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2223,Milan,Matteo Gabbia,ITA,DF,22,1999,6.8,17,10,12,5,0,6,8,75.0,2,8,3,5,5,29,0
ITA-Serie A,2223,Milan,Mike Maignan,FRA,GK,27,1995,22.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,10,1
ITA-Serie A,2223,Milan,Olivier Giroud,FRA,FW,35,1986,23.8,8,5,2,4,2,2,10,20.0,8,11,3,8,3,23,0
ITA-Serie A,2223,Milan,Pierre Kalulu,FRA,DF,22,2000,28.3,57,39,33,21,3,28,42,66.7,14,41,17,24,41,56,1
ITA-Serie A,2223,Milan,Rade Krunić,BIH,MF,28,1993,18.4,40,28,18,18,4,16,50,32.0,34,31,11,20,16,21,0
ITA-Serie A,2223,Milan,Rafael Leão,POR,"FW,MF",23,1999,26.9,8,7,2,3,3,6,14,42.9,8,9,2,7,15,8,0
ITA-Serie A,2223,Milan,Sandro Tonali,ITA,MF,22,2000,30.1,64,41,35,24,5,27,44,61.4,17,34,9,25,25,26,1
ITA-Serie A,2223,Milan,Sergiño Dest,USA,DF,21,2000,3.7,12,6,3,5,4,3,4,75.0,1,1,0,1,4,2,0
ITA-Serie A,2223,Milan,Simon Kjær,DEN,DF,33,1989,11.2,15,8,9,6,0,7,11,63.6,4,14,11,3,9,35,1
ITA-Serie A,2223,Milan,Theo Hernández,FRA,DF,24,1997,30.8,43,24,27,15,1,22,38,57.9,16,34,7,27,21,35,1
ITA-Serie A,2223,Milan,Tiemoué Bakayoko,FRA,MF,27,1994,0.5,5,5,4,1,0,3,3,100.0,0,0,0,0,0,0,1
ITA-Serie A,2223,Milan,Tommaso Pobega,ITA,MF,23,1999,9.8,27,16,8,15,4,13,20,65.0,7,12,4,8,9,11,0
ITA-Serie A,2223,Milan,Yacine Adli,FRA,"MF,FW",22,2000,1.6,6,3,2,4,0,2,2,100.0,0,2,0,2,1,1,0
ITA-Serie A,2223,Milan,Zlatan Ibrahimović,SWE,FW,40,1981,1.6,0,0,0,0,0,0,0,,0,1,1,0,0,2,0
ITA-Serie A,2223,Monza,Alessio Cragno,ITA,GK,28,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Andrea Barberis,ITA,MF,28,1993,3.8,7,2,4,3,0,5,11,45.5,6,0,0,0,8,1,0
ITA-Serie A,2223,Monza,Andrea Carboni,ITA,DF,21,2001,1.9,3,2,2,0,1,2,5,40.0,3,3,2,1,3,2,1
ITA-Serie A,2223,Monza,Andrea Colpani,ITA,MF,23,1999,10.5,14,9,6,5,3,8,12,66.7,4,14,2,12,3,6,0
ITA-Serie A,2223,Monza,Andrea Petagna,ITA,FW,27,1995,18.5,7,5,2,3,2,3,6,50.0,3,16,4,12,3,18,0
ITA-Serie A,2223,Monza,Andrea Ranocchia,ITA,DF,34,1988,0.5,3,1,1,2,0,3,4,75.0,1,5,5,0,0,7,0
ITA-Serie A,2223,Monza,Armando Izzo,ITA,DF,30,1992,27.4,73,50,44,27,2,29,45,64.4,16,29,17,12,50,87,1
ITA-Serie A,2223,Monza,Carlos Augusto,BRA,DF,23,1999,34.3,73,38,42,23,8,33,54,61.1,21,24,6,18,24,85,1
ITA-Serie A,2223,Monza,Christian Gytkjær,DEN,"FW,MF",32,1990,6.2,6,2,1,4,1,2,5,40.0,3,6,1,5,0,2,0
ITA-Serie A,2223,Monza,Dany Mota,POR,"FW,MF",24,1998,21.2,8,7,1,3,4,2,10,20.0,8,5,1,4,6,25,0
ITA-Serie A,2223,Monza,Filippo Ranocchia,ITA,MF,21,2001,5.9,11,6,5,4,2,4,12,33.3,8,5,1,4,4,7,0
ITA-Serie A,2223,Monza,Franco Carboni,ITA,"DF,FW",19,2003,0.7,1,1,1,0,0,0,2,0.0,2,3,0,3,1,0,0
ITA-Serie A,2223,Monza,Gianluca Caprari,ITA,"MF,FW",29,1993,27.1,16,6,3,11,2,8,26,30.8,18,22,1,21,8,3,0
ITA-Serie A,2223,Monza,Giulio Donati,ITA,DF,32,1990,4.7,4,1,1,1,2,3,6,50.0,3,3,1,2,4,11,0
ITA-Serie A,2223,Monza,Luca Caldirola,ITA,DF,31,1991,26.1,26,14,19,4,3,13,26,50.0,13,32,18,14,25,66,1
ITA-Serie A,2223,Monza,Luca Marrone,ITA,DF,32,1990,1.5,0,0,0,0,0,0,2,0.0,2,2,2,0,0,4,1
ITA-Serie A,2223,Monza,Marco D'Alessandro,ITA,"DF,FW",31,1991,3.2,4,4,3,1,0,2,5,40.0,3,2,0,2,1,3,0
ITA-Serie A,2223,Monza,Marlon,BRA,DF,26,1995,17.7,35,21,20,14,1,15,29,51.7,14,13,4,9,18,50,0
ITA-Serie A,2223,Monza,Matteo Pessina,ITA,MF,25,1997,32.6,57,36,28,21,8,26,62,41.9,36,50,15,35,37,33,1
ITA-Serie A,2223,Monza,Mattia Valoti,ITA,"MF,FW",28,1993,5.0,17,10,7,9,1,5,16,31.3,11,13,3,10,3,6,0
ITA-Serie A,2223,Monza,Michele Di Gregorio,ITA,GK,25,1997,37.0,0,0,0,0,0,0,3,0.0,3,1,0,1,4,18,3
ITA-Serie A,2223,Monza,Nicolò Rovella,ITA,MF,20,2001,19.3,45,29,22,21,2,13,36,36.1,23,20,1,19,40,17,0
ITA-Serie A,2223,Monza,Pablo Marí,ESP,DF,28,1993,27.6,37,19,29,7,1,17,26,65.4,9,22,14,8,31,111,3
ITA-Serie A,2223,Monza,Patrick Ciurria,ITA,"DF,MF",27,1995,30.6,31,18,20,10,1,17,33,51.5,16,24,2,22,7,32,0
ITA-Serie A,2223,Monza,Pepín,EQG,MF,25,1996,12.5,28,19,10,11,7,9,27,33.3,18,14,3,11,13,17,0
ITA-Serie A,2223,Monza,Salvatore Molina,ITA,DF,30,1992,2.5,6,5,2,4,0,4,5,80.0,1,4,2,2,1,2,0
ITA-Serie A,2223,Monza,Samuele Birindelli,ITA,DF,23,1999,15.6,35,19,21,10,4,18,29,62.1,11,28,8,20,16,30,0
ITA-Serie A,2223,Monza,Samuele Vignato,ITA,"MF,FW",18,2004,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
ITA-Serie A,2223,Monza,Stefano Sensi,ITA,MF,26,1995,18.0,41,26,25,13,3,18,48,37.5,30,13,3,10,20,4,0
ITA-Serie A,2223,Monza,Valentin Antov,BUL,DF,21,2000,3.4,6,5,3,3,0,1,5,20.0,4,5,4,1,4,14,1
ITA-Serie A,2223,Monza,Warren Bondo,FRA,MF,18,2003,0.7,1,0,1,0,0,0,0,,0,1,0,1,0,0,0
ITA-Serie A,2223,Napoli,Adam Ounas,ALG,FW,25,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,0,0
ITA-Serie A,2223,Napoli,Alessandro Zanoli,ITA,DF,21,2000,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2223,Napoli,Alessio Zerbin,ITA,FW,23,1999,2.2,10,5,4,5,1,4,8,50.0,4,2,0,2,2,2,0
ITA-Serie A,2223,Napoli,Alex Meret,ITA,GK,25,1997,34.0,0,0,0,0,0,0,0,,0,0,0,0,0,6,1
ITA-Serie A,2223,Napoli,Amir Rrahmani,KVX,DF,28,1994,27.2,33,18,20,13,0,17,26,65.4,9,36,20,16,14,79,1
ITA-Serie A,2223,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,26,1995,33.9,53,32,16,29,8,16,64,25.0,48,50,4,46,49,25,0
ITA-Serie A,2223,Napoli,Bartosz Bereszyński,POL,DF,30,1992,1.8,3,2,1,1,1,2,2,100.0,0,4,0,4,3,3,0
ITA-Serie A,2223,Napoli,Diego Demme,GER,MF,30,1991,1.6,1,0,1,0,0,0,4,0.0,4,2,0,2,0,1,0
ITA-Serie A,2223,Napoli,Elif Elmas,MKD,"FW,MF",22,1999,18.1,24,13,8,12,4,11,23,47.8,12,18,2,16,11,5,0
ITA-Serie A,2223,Napoli,Giacomo Raspadori,ITA,"FW,MF",22,2000,10.1,10,8,0,6,4,4,10,40.0,6,9,0,9,4,4,0
ITA-Serie A,2223,Napoli,Gianluca Gaetano,ITA,MF,22,2000,0.8,5,3,1,3,1,0,0,,0,1,0,1,1,0,0
ITA-Serie A,2223,Napoli,Giovanni Di Lorenzo,ITA,DF,28,1993,36.2,60,29,33,19,8,25,49,51.0,24,30,9,21,30,60,0
ITA-Serie A,2223,Napoli,Giovanni Simeone,ARG,FW,27,1995,4.5,12,3,3,5,4,3,8,37.5,5,2,1,1,1,4,0
ITA-Serie A,2223,Napoli,Hirving Lozano,MEX,FW,27,1995,17.8,24,13,10,6,8,9,21,42.9,12,31,0,31,15,6,0
ITA-Serie A,2223,Napoli,Juan Jesus,BRA,DF,31,1991,10.4,16,11,9,6,1,9,12,75.0,3,18,11,7,10,29,0
ITA-Serie A,2223,Napoli,Karim Zedadka,FRA,FW,22,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2223,Napoli,Khvicha Kvaratskhelia,GEO,FW,21,2001,28.0,43,23,12,8,23,17,43,39.5,26,20,0,20,5,6,1
ITA-Serie A,2223,Napoli,Kim Min-jae,KOR,DF,25,1996,33.9,55,30,32,22,1,25,29,86.2,4,36,26,10,41,123,1
ITA-Serie A,2223,Napoli,Leo Skiri Østigård,NOR,DF,22,1999,4.7,4,1,3,1,0,1,1,100.0,0,3,3,0,6,18,1
ITA-Serie A,2223,Napoli,Mathías Olivera,URU,DF,24,1997,18.3,39,23,16,16,7,22,43,51.2,21,28,2,26,22,26,0
ITA-Serie A,2223,Napoli,Matteo Politano,ITA,FW,28,1993,13.0,18,9,9,5,4,11,25,44.0,14,6,0,6,7,7,0
ITA-Serie A,2223,Napoli,Mário Rui,POR,DF,31,1991,19.4,34,22,17,13,4,20,41,48.8,21,17,4,13,15,24,1
ITA-Serie A,2223,Napoli,Pierluigi Gollini,ITA,GK,27,1995,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2223,Napoli,Piotr Zieliński,POL,MF,28,1994,25.4,17,10,1,11,5,12,25,48.0,13,16,5,11,14,7,0
ITA-Serie A,2223,Napoli,Stanislav Lobotka,SVK,MF,27,1994,34.5,83,44,35,35,13,43,73,58.9,30,29,7,22,23,16,0
ITA-Serie A,2223,Napoli,Tanguy Ndombele,FRA,MF,25,1996,9.0,14,8,4,8,2,4,7,57.1,3,10,1,9,7,7,1
ITA-Serie A,2223,Napoli,Victor Osimhen,NGA,FW,23,1998,28.5,10,6,1,2,7,0,7,0.0,7,6,1,5,6,29,0
ITA-Serie A,2223,Roma,Andrea Belotti,ITA,FW,28,1993,12.7,12,5,3,5,4,5,11,45.5,6,11,1,10,3,5,0
ITA-Serie A,2223,Roma,Benjamin Tahirovic,BIH,MF,19,2003,3.9,8,5,5,2,1,4,12,33.3,8,9,4,5,3,3,0
ITA-Serie A,2223,Roma,Bryan Cristante,ITA,"MF,DF",27,1995,32.6,113,62,55,49,9,55,90,61.1,35,39,10,29,18,53,0
ITA-Serie A,2223,Roma,Chris Smalling,ENG,DF,32,1989,31.2,26,15,16,10,0,13,21,61.9,8,51,36,15,43,123,0
ITA-Serie A,2223,Roma,Cristian Volpato,ITA,MF,18,2003,2.5,3,2,1,1,1,0,2,0.0,2,2,0,2,2,0,0
ITA-Serie A,2223,Roma,Diego Llorente,ESP,DF,28,1993,6.4,10,5,6,4,0,5,12,41.7,7,4,2,2,11,20,0
ITA-Serie A,2223,Roma,Edoardo Bove,ITA,MF,20,2002,11.0,35,18,12,15,8,16,39,41.0,23,15,1,14,10,11,0
ITA-Serie A,2223,Roma,Eldor Shomurodov,UZB,FW,27,1995,1.3,1,0,1,0,0,0,2,0.0,2,1,0,1,1,0,0
ITA-Serie A,2223,Roma,Filippo Missori,ITA,DF,18,2004,2.0,4,3,3,0,1,3,6,50.0,3,0,0,0,3,5,0
ITA-Serie A,2223,Roma,Georginio Wijnaldum,NED,MF,31,1990,8.5,4,3,1,3,0,0,2,0.0,2,7,1,6,2,3,0
ITA-Serie A,2223,Roma,Gianluca Mancini,ITA,DF,26,1996,31.8,37,19,27,9,1,18,34,52.9,16,38,17,21,46,67,0
ITA-Serie A,2223,Roma,Jordan Majchrzak,POL,FW,17,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Leonardo Spinazzola,ITA,DF,29,1993,18.4,15,8,7,6,2,8,23,34.8,15,13,3,10,9,25,0
ITA-Serie A,2223,Roma,Lorenzo Pellegrini,ITA,MF,26,1996,28.3,52,29,24,24,4,22,48,45.8,26,27,4,23,26,22,0
ITA-Serie A,2223,Roma,Marash Kumbulla,ALB,DF,22,2000,2.9,4,4,2,2,0,2,3,66.7,1,2,1,1,4,6,0
ITA-Serie A,2223,Roma,Matías Viña,URU,DF,24,1997,0.6,3,1,1,1,1,1,3,33.3,2,5,1,4,2,5,0
ITA-Serie A,2223,Roma,Mile Svilar,SRB,GK,22,1999,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2223,Roma,Mohamed Camara,GUI,MF,25,1997,7.7,13,10,3,7,3,5,15,33.3,10,5,1,4,10,8,0
ITA-Serie A,2223,Roma,Nemanja Matić,SRB,MF,33,1988,20.6,47,27,24,19,4,19,33,57.6,14,27,7,20,25,21,1
ITA-Serie A,2223,Roma,Niccolò Pisilli,ITA,MF,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Nicola Zalewski,POL,DF,20,2002,24.4,45,26,25,15,5,22,71,31.0,49,27,1,26,31,23,0
ITA-Serie A,2223,Roma,Nicolò Zaniolo,ITA,"MF,FW",23,1999,9.9,7,5,2,4,1,2,7,28.6,5,11,0,11,2,0,0
ITA-Serie A,2223,Roma,Ola Solbakken,NOR,"MF,FW",23,1998,5.6,2,2,1,1,0,2,7,28.6,5,2,0,2,2,8,0
ITA-Serie A,2223,Roma,Paulo Dybala,ARG,"MF,FW",28,1993,19.3,14,4,1,8,5,8,26,30.8,18,12,1,11,8,4,0
ITA-Serie A,2223,Roma,Rick Karsdorp,NED,DF,27,1995,7.9,21,13,11,7,3,13,22,59.1,9,0,0,0,7,15,1
ITA-Serie A,2223,Roma,Roger Ibanez,BRA,DF,23,1998,31.1,67,33,38,26,3,32,48,66.7,16,30,11,19,66,95,2
ITA-Serie A,2223,Roma,Rui Patrício,POR,GK,34,1988,35.0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,6,3
ITA-Serie A,2223,Roma,Stephan El Shaarawy,ITA,"DF,MF",29,1992,16.9,21,9,8,10,3,6,22,27.3,16,11,1,10,15,11,0
ITA-Serie A,2223,Roma,Tammy Abraham,ENG,FW,24,1997,24.3,17,10,4,8,5,3,16,18.8,13,10,4,6,3,14,0
ITA-Serie A,2223,Roma,Zeki Çelik,TUR,DF,25,1997,16.7,42,21,19,21,2,24,41,58.5,17,33,6,27,14,36,2
ITA-Serie A,2223,Salernitana,Antonio Candreva,ITA,"MF,DF",35,1987,30.3,17,7,13,2,2,11,38,28.9,27,7,3,4,17,32,0
ITA-Serie A,2223,Salernitana,Antonio Iervolino,ITA,MF,19,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Boulaye Dia,SEN,"FW,MF",25,1996,28.0,12,5,3,6,3,2,7,28.6,5,10,0,10,7,27,1
ITA-Serie A,2223,Salernitana,Diego Valencia,CHI,"MF,FW",22,2000,2.6,8,5,4,2,2,2,9,22.2,7,10,1,9,1,2,0
ITA-Serie A,2223,Salernitana,Domagoj Bradarić,CRO,DF,22,1999,25.0,26,19,14,8,4,7,16,43.8,9,20,5,15,21,44,0
ITA-Serie A,2223,Salernitana,Domen Črnigoj,SVN,MF,26,1995,3.3,8,3,0,7,1,1,2,50.0,1,9,1,8,9,6,0
ITA-Serie A,2223,Salernitana,Dylan Bronn,TUN,DF,27,1995,18.7,34,18,17,16,1,20,30,66.7,10,32,20,12,20,58,1
ITA-Serie A,2223,Salernitana,Emil Bohinen,NOR,MF,23,1999,9.2,25,13,15,8,2,12,23,52.2,11,25,7,18,17,21,0
ITA-Serie A,2223,Salernitana,Erik Botheim,NOR,"MF,FW",22,2000,9.6,11,7,3,4,4,6,13,46.2,7,3,0,3,0,4,0
ITA-Serie A,2223,Salernitana,Federico Bonazzoli,ITA,"FW,MF",25,1997,12.4,5,3,0,3,2,0,9,0.0,9,9,1,8,3,0,0
ITA-Serie A,2223,Salernitana,Federico Fazio,ARG,DF,35,1987,11.9,15,12,8,7,0,4,11,36.4,7,9,4,5,28,61,0
ITA-Serie A,2223,Salernitana,Flavius Daniliuc,AUT,DF,21,2001,24.4,57,29,37,17,3,26,47,55.3,21,30,13,17,29,76,0
ITA-Serie A,2223,Salernitana,Franck Ribéry,FRA,MF,39,1983,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
ITA-Serie A,2223,Salernitana,Giulio Maggiore,ITA,MF,24,1998,9.9,20,8,11,6,3,10,21,47.6,11,19,4,15,8,10,0
ITA-Serie A,2223,Salernitana,Grigoris Kastanos,CYP,"MF,DF",24,1998,14.3,39,23,18,19,2,16,40,40.0,24,20,6,14,8,8,0
ITA-Serie A,2223,Salernitana,Guillermo Ochoa,MEX,GK,37,1985,20.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,9,1
ITA-Serie A,2223,Salernitana,Hans Nicolussi Caviglia,ITA,MF,22,2000,6.5,15,6,5,8,2,9,15,60.0,6,9,0,9,7,7,1
ITA-Serie A,2223,Salernitana,Ivan Radovanović,SRB,"MF,DF",33,1988,7.5,12,4,8,4,0,4,10,40.0,6,9,3,6,7,9,1
ITA-Serie A,2223,Salernitana,Julian Kristoffersen,NOR,FW,25,1997,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
ITA-Serie A,2223,Salernitana,Junior Sambia,FRA,DF,25,1996,7.7,12,5,7,4,1,6,10,60.0,4,9,3,6,8,16,1
ITA-Serie A,2223,Salernitana,Krzysztof Piątek,POL,FW,27,1995,23.8,18,11,3,9,6,5,21,23.8,16,17,4,13,2,39,0
ITA-Serie A,2223,Salernitana,Lassana Coulibaly,MLI,MF,26,1996,32.1,84,50,42,35,7,30,73,41.1,43,35,7,28,25,33,2
ITA-Serie A,2223,Salernitana,Lorenzo Pirola,ITA,DF,20,2002,21.6,33,29,18,14,1,19,27,70.4,8,50,35,15,30,85,1
ITA-Serie A,2223,Salernitana,Luigi Sepe,ITA,GK,31,1991,17.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Matteo Lovato,ITA,DF,22,2000,9.0,17,14,14,3,0,10,25,40.0,15,8,5,3,13,33,2
ITA-Serie A,2223,Salernitana,Norbert Gyömbér,SVK,DF,30,1992,19.3,32,23,25,6,1,16,24,66.7,8,33,22,11,35,92,0
ITA-Serie A,2223,Salernitana,Pasquale Mazzocchi,ITA,DF,27,1995,21.8,32,18,21,5,6,17,37,45.9,20,10,2,8,10,37,2
ITA-Serie A,2223,Salernitana,Tonny Vilhena,NED,MF,27,1995,25.2,44,22,16,23,5,20,50,40.0,30,17,7,10,18,21,0
ITA-Serie A,2223,Salernitana,Vincenzo Fiorillo,ITA,GK,32,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,William Troost-Ekong,NGA,DF,28,1993,4.9,11,3,7,4,0,6,7,85.7,1,7,4,3,6,10,0
ITA-Serie A,2223,Sampdoria,Abdelhamid Sabiri,MAR,"MF,FW",25,1996,11.9,18,7,5,9,4,4,13,30.8,9,18,4,14,2,5,0
ITA-Serie A,2223,Sampdoria,Alessandro Zanoli,ITA,DF,21,2000,17.1,22,14,14,6,2,8,17,47.1,9,19,15,4,12,39,0
ITA-Serie A,2223,Sampdoria,Alex Ferrari,ITA,DF,28,1994,9.6,9,5,7,2,0,4,8,50.0,4,21,10,11,19,25,0
ITA-Serie A,2223,Sampdoria,Andrea Conti,ITA,DF,28,1994,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Bartosz Bereszyński,POL,DF,30,1992,13.3,28,18,15,11,2,17,26,65.4,9,18,4,14,21,25,0
ITA-Serie A,2223,Sampdoria,Bram Nuytinck,NED,DF,32,1990,16.6,54,38,33,21,0,23,34,67.6,11,36,21,15,23,84,0
ITA-Serie A,2223,Sampdoria,Bruno Amione,ARG,DF,20,2002,23.2,50,33,36,14,0,19,43,44.2,24,26,11,15,25,62,1
ITA-Serie A,2223,Sampdoria,Daniele Montevago,ITA,FW,19,2003,2.6,1,0,0,0,1,0,1,0.0,1,2,1,1,0,1,0
ITA-Serie A,2223,Sampdoria,Emil Audero,IDN,GK,25,1997,25.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,7,1
ITA-Serie A,2223,Sampdoria,Emirhan İlkhan,TUR,MF,18,2004,1.3,6,3,2,2,2,2,3,66.7,1,5,1,4,0,3,0
ITA-Serie A,2223,Sampdoria,Fabio Depaoli,ITA,"DF,MF",25,1997,1.5,5,3,2,3,0,3,4,75.0,1,1,0,1,1,4,0
ITA-Serie A,2223,Sampdoria,Fabio Quagliarella,ITA,FW,39,1983,8.9,2,1,1,1,0,1,7,14.3,6,5,1,4,0,9,0
ITA-Serie A,2223,Sampdoria,Filip Đuričić,SRB,"MF,FW",30,1992,24.1,43,22,18,20,5,14,32,43.8,18,19,6,13,7,8,0
ITA-Serie A,2223,Sampdoria,Flavio Paoletti,ITA,MF,19,2003,3.2,2,2,0,2,0,1,5,20.0,4,1,0,1,5,9,0
ITA-Serie A,2223,Sampdoria,Francesco Caputo,ITA,FW,34,1987,12.2,3,1,0,0,3,0,3,0.0,3,0,0,0,1,3,0
ITA-Serie A,2223,Sampdoria,Gerard Yepes,ESP,MF,19,2002,2.2,5,3,2,3,0,1,3,33.3,2,3,0,3,4,3,0
ITA-Serie A,2223,Sampdoria,Gonzalo Villar,ESP,MF,24,1998,7.7,13,7,4,8,1,7,15,46.7,8,11,3,8,4,9,1
ITA-Serie A,2223,Sampdoria,Harry Winks,ENG,MF,26,1996,19.1,27,12,7,18,2,14,43,32.6,29,14,8,6,24,24,0
ITA-Serie A,2223,Sampdoria,Ignacio Pussetto,ARG,"MF,DF",26,1995,1.7,6,3,2,3,1,3,4,75.0,1,4,0,4,0,3,0
ITA-Serie A,2223,Sampdoria,Jeison Murillo,COL,DF,30,1992,11.7,22,11,16,6,0,17,26,65.4,9,22,14,8,8,39,0
ITA-Serie A,2223,Sampdoria,Jesé,ESP,FW,29,1993,2.3,2,0,0,2,0,0,1,0.0,1,3,1,2,1,2,0
ITA-Serie A,2223,Sampdoria,Koray Günter,GER,DF,27,1994,8.6,10,8,6,4,0,6,9,66.7,3,10,5,5,11,46,0
ITA-Serie A,2223,Sampdoria,Lorenzo Malagrida,ITA,"MF,DF",18,2003,1.2,1,0,0,0,1,1,3,33.3,2,1,0,1,0,1,0
ITA-Serie A,2223,Sampdoria,Manolo Gabbiadini,ITA,"FW,MF",30,1991,26.2,23,15,8,9,6,9,23,39.1,14,16,2,14,6,25,0
