league,season,team,player,nationality,position,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xa,Progression_PrgR,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90
ITA-Serie A,2425,Juventus,Francisco Conceição,POR,"FW,MF",21,2002,26,12,1340,3,3,0,0,5,1,2.3,2.3,4.3,143,0.2,0.2,0.4,0.2,0.4,0.16,0.29,0.45,0.16,0.45
ITA-Serie A,2425,Juventus,Gleison Bremer,BRA,DF,27,1997,6,6,540,0,0,0,0,2,0,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2425,Juventus,Jonas Rouhi,SWE,DF,20,2004,5,1,210,0,0,0,0,0,0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Juan David Cabal,COL,DF,23,2001,7,6,460,0,0,0,0,0,0,0.1,0.1,0.0,19,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2425,Juventus,Kenan Yıldız,TUR,"FW,MF",19,2005,35,28,2402,7,4,0,0,2,1,4.3,4.3,5.0,223,0.26,0.15,0.41,0.26,0.41,0.16,0.19,0.35,0.16,0.35
ITA-Serie A,2425,Juventus,Khéphren Thuram,FRA,MF,23,2001,35,26,2326,4,5,0,0,5,0,3.5,3.5,3.6,52,0.15,0.19,0.35,0.15,0.35,0.13,0.14,0.28,0.13,0.28
ITA-Serie A,2425,Juventus,Lloyd Kelly,ENG,DF,25,1998,12,11,1013,0,0,0,0,1,0,0.4,0.4,0.1,26,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
ITA-Serie A,2425,Juventus,Lorenzo Anghelè,ITA,FW,19,2005,1,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Manuel Locatelli,ITA,MF,26,1998,36,34,2822,2,2,1,1,9,0,1.8,1.0,2.5,33,0.06,0.06,0.13,0.03,0.1,0.06,0.08,0.14,0.03,0.11
ITA-Serie A,2425,Juventus,Mattia Perin,ITA,GK,31,1992,5,5,450,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Michele Di Gregorio,ITA,GK,27,1997,33,33,2970,0,0,0,0,0,0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2425,Juventus,Nicolás González,ARG,"FW,MF",26,1998,26,23,1750,3,2,0,0,3,0,4.1,4.1,1.1,123,0.15,0.1,0.26,0.15,0.26,0.21,0.06,0.26,0.21,0.26
ITA-Serie A,2425,Juventus,Nicolò Fagioli,ITA,MF,23,2001,17,5,571,0,0,0,0,4,0,0.6,0.6,0.1,18,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11
ITA-Serie A,2425,Juventus,Nicolò Savona,ITA,DF,21,2003,28,19,1724,2,1,0,0,5,0,0.5,0.5,1.2,44,0.1,0.05,0.16,0.1,0.16,0.02,0.06,0.09,0.02,0.09
ITA-Serie A,2425,Juventus,Pierre Kalulu,FRA,DF,24,2000,29,25,2337,1,0,0,0,2,1,0.7,0.7,0.5,24,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2425,Juventus,Randal Kolo Muani,FRA,FW,25,1998,16,13,1160,8,1,1,1,0,0,4.7,3.9,1.6,100,0.62,0.08,0.7,0.54,0.62,0.36,0.12,0.49,0.3,0.43
ITA-Serie A,2425,Juventus,Renato Veiga,POR,DF,21,2003,13,12,1093,0,1,0,0,2,0,1.0,1.0,0.1,0,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.09,0.08,0.09
ITA-Serie A,2425,Juventus,Samuel Mbangula,BEL,FW,20,2004,23,7,709,3,3,0,0,1,0,0.6,0.6,1.4,44,0.38,0.38,0.76,0.38,0.76,0.08,0.17,0.25,0.08,0.25
ITA-Serie A,2425,Juventus,Teun Koopmeiners,NED,"MF,FW",26,1998,28,23,1994,3,3,0,0,3,0,3.8,3.8,2.9,127,0.14,0.14,0.27,0.14,0.27,0.17,0.13,0.3,0.17,0.3
ITA-Serie A,2425,Juventus,Timothy Weah,USA,"DF,FW",24,2000,30,18,1638,5,2,0,0,4,0,3.4,3.4,1.6,120,0.27,0.11,0.38,0.27,0.38,0.19,0.09,0.28,0.19,0.28
ITA-Serie A,2425,Juventus,Vasilije Adžić,MNE,"MF,FW",18,2006,6,0,42,0,0,0,0,0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
ITA-Serie A,2425,Juventus,Weston McKennie,USA,"MF,DF",25,1998,32,27,2310,2,4,0,0,3,0,2.9,2.9,3.5,153,0.08,0.16,0.23,0.08,0.23,0.11,0.14,0.25,0.11,0.25
ITA-Serie A,2425,Lazio,Adam Marušić,MNE,DF,31,1992,35,26,2337,4,0,0,0,1,0,2.0,2.0,0.6,108,0.15,0.0,0.15,0.15,0.15,0.08,0.02,0.1,0.08,0.1
ITA-Serie A,2425,Lazio,Alessio Romagnoli,ITA,DF,29,1995,32,31,2672,2,0,0,0,4,2,2.4,2.4,0.3,4,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09
ITA-Serie A,2425,Lazio,Arijon Ibrahimović,GER,MF,18,2005,1,0,8,0,0,0,0,0,0,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85
ITA-Serie A,2425,Lazio,Boulaye Dia,SEN,"MF,FW",27,1996,35,27,2177,9,3,0,0,2,0,7.1,7.1,4.2,114,0.37,0.12,0.5,0.37,0.5,0.29,0.17,0.47,0.29,0.47
ITA-Serie A,2425,Lazio,Christos Mandas,GRE,GK,22,2001,9,9,810,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Elseid Hysaj,ALB,DF,30,1994,11,4,424,0,3,0,0,2,1,0.2,0.2,1.6,18,0.0,0.64,0.64,0.0,0.64,0.04,0.35,0.38,0.04,0.38
ITA-Serie A,2425,Lazio,Fisayo Dele-Bashiru,NGA,"MF,FW",23,2001,20,12,947,3,1,0,0,0,0,1.1,1.1,0.8,57,0.29,0.1,0.38,0.29,0.38,0.1,0.08,0.18,0.1,0.18
ITA-Serie A,2425,Lazio,Gaetano Castrovilli,ITA,"MF,FW",27,1997,9,1,148,0,0,0,0,0,0,0.1,0.1,0.7,6,0.0,0.0,0.0,0.0,0.0,0.05,0.44,0.49,0.05,0.49
ITA-Serie A,2425,Lazio,Gustav Isaksen,DEN,FW,23,2001,37,29,2210,4,2,0,0,5,0,5.2,5.2,2.1,249,0.16,0.08,0.24,0.16,0.24,0.21,0.09,0.3,0.21,0.3
ITA-Serie A,2425,Lazio,Ivan Provedel,ITA,GK,30,1994,29,29,2610,0,0,0,0,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2425,Lazio,Loum Tchaouna,FRA,"FW,MF",20,2003,24,6,660,1,0,0,0,4,1,2.5,2.5,0.6,66,0.14,0.0,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42
ITA-Serie A,2425,Lazio,Luca Pellegrini,ITA,DF,25,1999,22,10,1067,0,4,0,0,5,0,0.7,0.7,1.8,61,0.0,0.34,0.34,0.0,0.34,0.06,0.15,0.2,0.06,0.2
ITA-Serie A,2425,Lazio,Manuel Lazzari,ITA,DF,30,1993,25,16,1406,0,1,0,0,3,0,0.1,0.1,1.3,96,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2425,Lazio,Mario Gila,ESP,DF,23,2000,32,31,2741,1,0,0,0,8,0,1.1,1.1,0.6,12,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2425,Lazio,Mattia Zaccagni,ITA,FW,29,1995,34,33,2686,8,6,2,2,10,0,6.4,4.9,4.6,264,0.27,0.2,0.47,0.2,0.4,0.22,0.15,0.37,0.16,0.32
ITA-Serie A,2425,Lazio,Mattéo Guendouzi,FRA,MF,25,1999,37,37,3270,1,3,0,0,7,0,1.4,1.4,3.2,64,0.03,0.08,0.11,0.03,0.11,0.04,0.09,0.13,0.04,0.13
ITA-Serie A,2425,Lazio,Matías Vecino,URU,MF,32,1991,20,7,877,2,3,0,0,7,0,2.3,2.3,2.4,14,0.21,0.31,0.51,0.21,0.51,0.23,0.24,0.47,0.23,0.47
ITA-Serie A,2425,Lazio,Nicolò Casale,ITA,DF,26,1998,2,2,135,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Lazio,Nicolò Rovella,ITA,MF,22,2001,33,31,2718,0,3,0,0,13,0,1.5,1.5,2.2,42,0.0,0.1,0.1,0.0,0.1,0.05,0.07,0.12,0.05,0.12
ITA-Serie A,2425,Lazio,Nuno Tavares,POR,DF,24,2000,23,22,1686,0,8,0,0,4,1,1.1,1.1,4.8,100,0.0,0.43,0.43,0.0,0.43,0.06,0.26,0.32,0.06,0.32
ITA-Serie A,2425,Lazio,Oliver Nielsen,DEN,DF,21,2003,2,0,35,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Patric,ESP,DF,31,1993,10,5,607,1,0,0,0,2,0,1.1,1.1,0.0,5,0.15,0.0,0.15,0.15,0.15,0.16,0.0,0.16,0.16,0.16
ITA-Serie A,2425,Lazio,Pedro,ESP,"FW,MF",37,1987,30,6,1102,10,1,2,2,2,0,5.3,3.8,1.7,89,0.82,0.08,0.9,0.65,0.74,0.44,0.14,0.57,0.31,0.44
ITA-Serie A,2425,Lazio,Reda Belahyane,MAR,MF,20,2004,6,1,198,0,0,0,0,0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Samuel Gigot,FRA,DF,30,1993,15,7,683,2,0,0,0,2,0,1.3,1.3,0.0,5,0.26,0.0,0.26,0.26,0.26,0.17,0.0,0.17,0.17,0.17
ITA-Serie A,2425,Lazio,Tijjani Noslin,NED,"FW,MF",25,1999,30,8,861,2,2,0,0,2,0,2.0,2.0,1.6,56,0.21,0.21,0.42,0.21,0.42,0.21,0.17,0.38,0.21,0.38
ITA-Serie A,2425,Lazio,Valentín Castellanos,ARG,FW,25,1998,29,28,2384,10,3,2,3,9,1,13.4,11.3,3.6,149,0.38,0.11,0.49,0.3,0.42,0.51,0.14,0.64,0.43,0.56
ITA-Serie A,2425,Lecce,Andy Pelmard,MAD,DF,24,2000,3,1,129,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Ante Rebić,CRO,"FW,MF",30,1993,27,7,788,1,0,0,0,3,2,2.1,2.1,2.1,63,0.11,0.0,0.11,0.11,0.11,0.24,0.24,0.48,0.24,0.48
ITA-Serie A,2425,Lecce,Antonino Gallo,ITA,DF,24,2000,31,31,2609,0,2,0,0,3,1,0.3,0.3,2.7,110,0.0,0.07,0.07,0.0,0.07,0.01,0.09,0.1,0.01,0.1
ITA-Serie A,2425,Lecce,Balthazar Pierret,FRA,MF,24,2000,30,21,1723,0,0,0,0,2,0,0.2,0.2,0.4,13,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
ITA-Serie A,2425,Lecce,Danilo Veiga,POR,DF,21,2002,13,2,374,0,0,0,0,0,0,0.6,0.6,0.3,13,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.21,0.15,0.21
ITA-Serie A,2425,Lecce,Federico Baschirotto,ITA,DF,27,1996,38,38,3420,2,0,0,0,3,0,1.2,1.2,0.2,5,0.05,0.0,0.05,0.05,0.05,0.03,0.0,0.04,0.03,0.04
ITA-Serie A,2425,Lecce,Filip Marchwiński,POL,MF,22,2002,1,0,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Frederic Guilbert,FRA,DF,29,1994,31,31,2435,0,1,0,0,3,2,0.3,0.3,1.8,45,0.0,0.04,0.04,0.0,0.04,0.01,0.07,0.08,0.01,0.08
ITA-Serie A,2425,Lecce,Gaby Jean,FRA,DF,24,2000,19,16,1388,0,0,0,0,0,0,0.1,0.1,0.1,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
ITA-Serie A,2425,Lecce,Hamza Rafia,TUN,MF,25,1999,18,14,1058,0,0,0,0,4,0,0.5,0.5,1.4,32,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16
ITA-Serie A,2425,Lecce,Jesper Karlsson,SWE,FW,26,1998,13,6,495,1,0,1,1,2,0,1.5,0.7,0.6,32,0.18,0.0,0.18,0.0,0.0,0.26,0.12,0.38,0.12,0.24
ITA-Serie A,2425,Lecce,Kevin Bonifazi,ITA,DF,28,1996,3,0,65,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Kialonda,ANG,DF,26,1997,24,24,2144,0,1,0,0,3,0,1.1,1.1,0.4,5,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.07,0.05,0.07
ITA-Serie A,2425,Lecce,Konan N'dri,CIV,"FW,MF",23,2000,11,2,306,0,0,0,0,0,0,0.5,0.5,0.2,22,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.21,0.15,0.21
ITA-Serie A,2425,Lecce,Lameck Banda,ZAM,"FW,MF",23,2001,15,6,610,0,1,0,0,1,0,1.2,1.2,1.1,46,0.0,0.15,0.15,0.0,0.15,0.18,0.16,0.34,0.18,0.34
ITA-Serie A,2425,Lecce,Lassana Coulibaly,MLI,MF,28,1996,38,30,2667,1,0,0,0,3,0,0.8,0.8,0.9,49,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.06
ITA-Serie A,2425,Lecce,Marco Sala,ITA,DF,25,1999,2,0,72,0,0,0,0,0,0,0.0,0.0,0.4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46
ITA-Serie A,2425,Lecce,Medon Berisha,ALB,MF,20,2003,17,7,716,0,1,0,0,5,0,0.7,0.7,0.6,17,0.0,0.13,0.13,0.0,0.13,0.09,0.07,0.17,0.09,0.17
ITA-Serie A,2425,Lecce,Mohamed Kaba,FRA,MF,22,2001,15,2,452,0,0,0,0,1,0,0.3,0.3,0.0,8,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
ITA-Serie A,2425,Lecce,Nicola Sansone,ITA,"MF,FW",32,1991,5,0,65,0,0,0,0,1,0,0.2,0.2,0.0,5,0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.36,0.3,0.36
ITA-Serie A,2425,Lecce,Nikola Krstović,MNE,FW,24,2000,37,37,3057,11,5,2,3,6,0,12.1,9.7,2.9,149,0.32,0.15,0.47,0.26,0.41,0.36,0.08,0.44,0.29,0.37
ITA-Serie A,2425,Lecce,Patrick Dorgu,DEN,"DF,FW",19,2004,21,21,1840,3,1,0,0,2,1,3.3,3.3,1.5,117,0.15,0.05,0.2,0.15,0.2,0.16,0.07,0.23,0.16,0.23
ITA-Serie A,2425,Lecce,Rareș-Cătălin Burnete,ROU,FW,20,2004,4,0,28,0,0,0,0,0,0,0.1,0.1,0.0,4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25
ITA-Serie A,2425,Lecce,Remi Oudin,FRA,"MF,FW",27,1996,11,3,299,0,0,0,0,1,0,0.1,0.1,0.6,16,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.22,0.04,0.22
ITA-Serie A,2425,Lecce,Santiago Pierotti,ARG,FW,23,2001,36,22,1937,4,2,0,0,6,1,3.1,3.1,2.4,85,0.19,0.09,0.28,0.19,0.28,0.14,0.11,0.25,0.14,0.25
ITA-Serie A,2425,Lecce,Tete Morente,ESP,"FW,MF",27,1996,31,23,2021,3,2,0,0,5,0,2.9,2.9,1.6,144,0.13,0.09,0.22,0.13,0.22,0.13,0.07,0.2,0.13,0.2
ITA-Serie A,2425,Lecce,Tiago Gabriel,POR,DF,19,2004,2,0,96,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Valentin Gendrey,FRA,DF,24,2000,2,2,180,0,0,0,0,0,0,0.2,0.2,0.1,4,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14
ITA-Serie A,2425,Lecce,Wladimiro Falcone,ITA,GK,29,1995,38,38,3420,0,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Ylber Ramadani,ALB,MF,28,1996,29,21,1807,1,1,0,0,4,0,0.6,0.6,1.1,7,0.05,0.05,0.1,0.05,0.1,0.03,0.06,0.09,0.03,0.09
ITA-Serie A,2425,Lecce,Þórir Jóhann Helgason,ISL,MF,23,2000,21,13,1156,0,4,0,0,0,0,1.2,1.2,1.1,58,0.0,0.31,0.31,0.0,0.31,0.09,0.09,0.18,0.09,0.18
ITA-Serie A,2425,Milan,Alessandro Florenzi,ITA,FW,33,1991,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Alexis Saelemaekers,BEL,"DF,FW",25,1999,1,1,90,0,0,0,0,0,0,0.0,0.0,0.1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
ITA-Serie A,2425,Milan,Bob Murphy Omoregbe,ITA,MF,20,2003,1,0,3,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Christian Pulisic,USA,"FW,MF",25,1998,34,29,2478,11,9,3,4,1,0,12.0,8.9,6.4,191,0.4,0.33,0.73,0.29,0.62,0.44,0.23,0.67,0.32,0.55
ITA-Serie A,2425,Milan,Davide Bartesaghi,ITA,DF,18,2005,4,1,118,0,0,0,0,0,1,0.0,0.0,0.1,17,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2425,Milan,Davide Calabria,ITA,DF,27,1996,7,4,316,0,0,0,0,0,0,0.3,0.3,0.2,31,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.14,0.08,0.14
ITA-Serie A,2425,Milan,Emerson,BRA,DF,25,1999,17,16,1377,0,0,0,0,5,0,0.4,0.4,0.7,71,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07
ITA-Serie A,2425,Milan,Fikayo Tomori,ENG,DF,26,1997,22,19,1593,0,1,0,0,4,1,0.1,0.1,0.7,3,0.0,0.06,0.06,0.0,0.06,0.0,0.04,0.05,0.0,0.05
ITA-Serie A,2425,Milan,Filippo Terracciano,ITA,"DF,MF",21,2003,13,6,539,0,0,0,0,3,0,0.2,0.2,0.1,9,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04
ITA-Serie A,2425,Milan,Francesco Camarda,ITA,"FW,MF",16,2008,10,1,206,0,0,0,0,0,0,0.6,0.6,0.5,16,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.48,0.25,0.48
ITA-Serie A,2425,Milan,Ismaël Bennacer,ALG,MF,26,1997,6,4,300,0,0,0,0,2,0,0.1,0.1,0.1,12,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07
ITA-Serie A,2425,Milan,João Félix,POR,MF,24,1999,15,8,760,2,0,0,0,3,0,2.7,2.7,1.2,56,0.24,0.0,0.24,0.24,0.24,0.32,0.14,0.46,0.32,0.46
ITA-Serie A,2425,Milan,Kevin Zeroli,ITA,MF,19,2005,1,0,12,0,0,0,0,0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Kyle Walker,ENG,DF,34,1990,11,7,659,0,0,0,0,1,0,0.0,0.0,0.9,19,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.13,0.01,0.13
ITA-Serie A,2425,Milan,Luka Jović,SRB,"FW,MF",26,1997,15,6,557,2,0,0,0,1,0,2.4,2.4,1.4,24,0.32,0.0,0.32,0.32,0.32,0.38,0.22,0.61,0.38,0.61
ITA-Serie A,2425,Milan,Malick Thiaw,GER,DF,22,2001,22,19,1806,0,0,0,0,2,0,0.6,0.6,0.1,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2425,Milan,Marco Sportiello,ITA,GK,32,1992,2,1,126,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Matteo Gabbia,ITA,DF,24,1999,26,24,2152,2,0,0,0,4,0,1.1,1.1,0.2,2,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.05,0.05,0.05
ITA-Serie A,2425,Milan,Mattia Liberali,ITA,MF,17,2007,1,1,61,0,0,0,0,0,0,0.1,0.1,0.0,4,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.14,0.1,0.14
ITA-Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995,37,37,3294,0,0,0,0,1,0,0.0,0.0,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ITA-Serie A,2425,Milan,Noah Okafor,SUI,FW,24,2000,11,5,414,1,0,0,0,0,0,1.5,1.5,0.3,48,0.22,0.0,0.22,0.22,0.22,0.33,0.07,0.41,0.33,0.41
ITA-Serie A,2425,Milan,Rafael Leão,POR,FW,25,1999,34,25,2323,8,8,0,0,5,0,7.6,7.6,8.4,262,0.31,0.31,0.62,0.31,0.62,0.29,0.32,0.62,0.29,0.62
ITA-Serie A,2425,Milan,Riccardo Sottil,ITA,"FW,MF",25,1999,6,1,123,0,0,0,0,0,0,0.2,0.2,0.3,14,0.0,0.0,0.0,0.0,0.0,0.13,0.23,0.36,0.13,0.36
ITA-Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,28,1996,19,10,1037,0,0,0,0,3,0,0.7,0.7,1.9,32,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22
ITA-Serie A,2425,Milan,Samuel Chukwueze,NGA,"FW,MF",25,1999,26,9,925,3,2,0,0,0,0,2.7,2.7,3.0,116,0.29,0.19,0.49,0.29,0.49,0.26,0.29,0.56,0.26,0.56
ITA-Serie A,2425,Milan,Santiago Giménez,MEX,FW,23,2001,14,7,669,5,2,0,1,3,1,4.8,4.0,0.9,38,0.67,0.27,0.94,0.67,0.94,0.64,0.13,0.77,0.54,0.66
ITA-Serie A,2425,Milan,Strahinja Pavlović,SRB,DF,23,2001,24,21,1864,2,1,0,0,3,1,1.8,1.8,1.1,10,0.1,0.05,0.14,0.1,0.14,0.09,0.05,0.14,0.09,0.14
ITA-Serie A,2425,Milan,Tammy Abraham,ENG,FW,26,1997,28,12,1183,3,4,1,2,1,0,7.1,5.4,2.2,69,0.23,0.3,0.53,0.15,0.46,0.54,0.16,0.7,0.41,0.58
ITA-Serie A,2425,Milan,Theo Hernández,FRA,DF,26,1997,33,30,2696,4,3,0,1,4,1,2.7,1.9,4.7,148,0.13,0.1,0.23,0.13,0.23,0.09,0.16,0.25,0.06,0.22
ITA-Serie A,2425,Milan,Tijjani Reijnders,NED,MF,26,1998,37,36,3128,10,4,0,0,2,1,7.5,7.5,3.5,121,0.29,0.12,0.4,0.29,0.4,0.22,0.1,0.32,0.22,0.32
ITA-Serie A,2425,Milan,Warren Bondo,FRA,MF,20,2003,4,3,162,0,0,0,0,1,0,0.0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06
ITA-Serie A,2425,Milan,Youssouf Fofana,FRA,MF,25,1999,35,29,2504,1,6,0,0,5,0,1.3,1.3,3.4,32,0.04,0.22,0.25,0.04,0.25,0.05,0.12,0.17,0.05,0.17
ITA-Serie A,2425,Milan,Yunus Musah,USA,"MF,FW",21,2002,29,19,1571,0,2,0,0,5,0,1.9,1.9,1.8,74,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.22,0.11,0.22
ITA-Serie A,2425,Milan,Álex Jiménez,ESP,"DF,FW",19,2005,22,14,1266,0,1,0,0,6,0,0.8,0.8,1.3,72,0.0,0.07,0.07,0.0,0.07,0.06,0.09,0.15,0.06,0.15
ITA-Serie A,2425,Milan,Álvaro Morata,ESP,"FW,MF",31,1992,16,13,1099,5,0,0,0,5,0,3.9,3.9,0.8,63,0.41,0.0,0.41,0.41,0.41,0.32,0.07,0.39,0.32,0.39
ITA-Serie A,2425,Monza,Alessandro Bianco,ITA,MF,21,2002,34,29,2600,1,0,0,0,9,0,1.3,1.3,1.2,24,0.03,0.0,0.03,0.03,0.03,0.04,0.04,0.09,0.04,0.09
ITA-Serie A,2425,Monza,Andrea Carboni,ITA,DF,23,2001,26,25,2191,0,1,0,0,5,0,0.3,0.3,0.3,32,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.03,0.01,0.03
ITA-Serie A,2425,Monza,Andrea Mazza,ITA,GK,20,2004,1,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Andrea Petagna,ITA,FW,29,1995,13,2,335,0,0,0,0,1,0,0.2,0.2,0.0,17,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
ITA-Serie A,2425,Monza,Armando Izzo,ITA,DF,32,1992,30,28,2435,1,1,0,0,12,0,0.4,0.4,0.8,12,0.04,0.04,0.07,0.04,0.07,0.02,0.03,0.05,0.02,0.05
ITA-Serie A,2425,Monza,Arvid Brorsson,SWE,DF,25,1999,6,3,362,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Daniel Maldini,ITA,"MF,FW",22,2001,20,16,1306,3,0,0,0,5,0,4.8,4.8,0.9,66,0.21,0.0,0.21,0.21,0.21,0.33,0.06,0.39,0.33,0.39
ITA-Serie A,2425,Monza,Danilo D'Ambrosio,ITA,DF,35,1988,20,12,1095,0,1,0,0,2,1,0.5,0.5,0.4,16,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.08,0.04,0.08
ITA-Serie A,2425,Monza,Dany Mota,POR,"FW,MF",26,1998,31,24,2104,5,2,0,0,3,0,5.1,5.1,1.8,139,0.21,0.09,0.3,0.21,0.3,0.22,0.08,0.29,0.22,0.29
